,Time,User,Tweet
509,2023-01-17 16:14:13+00:00,uBetMobile,uBet Mobile - 18+ BeGambleAware Latest: New York Supreme Court to Allow Bangladesh Lawsuit Against Philippines – https://t.co/Aa0rnKLawE https://t.co/Z3zHYMHdrv #Bangladesh #Court #lawsuit #Philippines
510,2023-01-17 16:11:55+00:00,psetoday,"$PSEI - BSP’s 2-in-1 tack: Old notes for digital cash https://t.co/EU6a3RevPk

https://t.co/HFvMc1jG28 #PSETODAY #PSEI #Philippines"
511,2023-01-17 16:06:20+00:00,thomascarle,1339 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories 2022 - Boracay - Sundown enjoying with my heart. I love You! #Philippines #Travel https://t.co/HpUjB8zG8L
512,2023-01-17 16:04:16+00:00,PhilippinesApps,#Philippines: Microgreens have the potential to contribute to food ... https://t.co/EGS0KmPuIT
513,2023-01-17 16:04:03+00:00,junisidro,"Shall I upgrade my aging #M1 for all those minute speed bumps from the #M2 when Apple prices in the #Philippines have gone up? 😂
#Apple #MacBook Pro M2 https://t.co/xRqazH94Mz"
514,2023-01-17 16:00:33+00:00,FlorianMugnier4,"RT @BenedicteGazon: Very proud of @AFD_en contribution to the implementation of the #Philippines’ policy to fight #Climatechange, in collab…"
515,2023-01-17 16:00:02+00:00,Bini_Marawi,"""Ang pagbibigay ng pag-ibig ay isang edukasyon mismo."" - Eleanor Roosevelt

#MarawiCity #Lanaodelsur #Bangsamoro #Barmm #BINI #Ppop #PPOPRISE #Philippines #musica #music #フィリピン #pop #بانجسامورو https://t.co/jNuwm68CFP"
516,2023-01-17 15:57:39+00:00,junisidro,"#Apple announces #MacBook Pros with M2 Pro and M2 Max chips but I already have an M1, two years ago. Shall I upgrade my aging #M1 for all those minute speed bumps from the #M2 when Apple prices in the #Philippines have gone up? 😂 https://t.co/aq3LgD0WHU"
517,2023-01-17 15:56:39+00:00,AviationNews,"10 #FlightAttendants from #PhilippineAirlines were caught smuggling onions into the #Philippines as the country continues to face an ongoing #OnionCrisis

https://t.co/BQ5WP2YWEP"
518,2023-01-17 15:52:40+00:00,psetoday,"$PSEI - Mimaropa agrarian reform officers acquire skills in community organizing, agri biz devt   https://t.co/EU6a3RevPk

https://t.co/1MslhcjYE9 #PSETODAY #PSEI #Philippines"
519,2023-01-17 15:51:05+00:00,MaharlikanChron,#kasaysayan #filipinopride #pinoypride #filipinoculture #pinoyculture #filipinoheritage #pinoyheritage #phhistory #pinoy #filipino  #philippines #pilipinas #filam #filipinoamerican #prefilipino #precolonialphilippines #philippinehistory #filipinohistory  #filipinomexican #🇵🇭 https://t.co/T0O9ms4JOp
520,2023-01-17 15:49:58+00:00,_Gamicity_,"RT @IFPoker: Team #Philippines getting ready for the upcoming 2023 Asian Nations Cup in #HongKong!

They are looking to secure a spot at th…"
521,2023-01-17 15:49:53+00:00,IFMatchPoker,"RT @IFPoker: Team #Philippines getting ready for the upcoming 2023 Asian Nations Cup in #HongKong!

They are looking to secure a spot at th…"
522,2023-01-17 15:48:55+00:00,twinjovie12,"RT @zunacoin: Big shout out to our #Philippines community! 

52% of all our web traffic in the last 30 days has come from PH 🇵🇭 

Clearly y…"
523,2023-01-17 15:48:17+00:00,AcademicsAplus,"RT @AcademicsAplus: Hello, do you need assistance with your homework?
Biology
Chemistry
Physics
Accounting
Physiology
Pharmacology
Biochemi…"
524,2023-01-17 15:47:47+00:00,ProWriters609,"RT @ProWriters609: Hello, do you need assistance with your homework?
Biology
Chemistry
Physics
Accounting
Physiology
Pharmacology
Biochemis…"
525,2023-01-17 15:46:23+00:00,LCG1UN,"RT @KSCFIndia: #GlobalMarch Against #ChildLabour has been the upholder of child's right to be free from exploitation and be educated. 
Nobe…"
526,2023-01-17 15:40:52+00:00,bitshareslabs,"RT @hrtech500: CFO Summit is taking place this March 2023 happening in Bonifacio Global City, Metro Manila.

Visit our website at https://t…"
527,2023-01-17 15:40:47+00:00,_serverlessbot_,"RT @propaperwrite: Hello, do you need assistance with your homework?
Biology
Chemistry
Physics
Accounting
Physiology
Pharmacology
Biochemis…"
528,2023-01-17 15:38:25+00:00,Snehal__Borkar,"RT @propaperwrite: Hello, do you need assistance with your homework?
Biology
Chemistry
Physics
Accounting
Physiology
Pharmacology
Biochemis…"
529,2023-01-17 15:38:15+00:00,propaperwrite,"Hello, do you need assistance with your homework?
Biology
Chemistry
Physics
Accounting
Physiology
Pharmacology
Biochemistry
Englishs
Math
Ecology
Anatomy
Essay
Clas

#Python #data #AI #CodeNewbies #100DaysOfCode  #programming 
#javascript #Serverless #Philippines 
Hit our Bio 📩"
530,2023-01-17 15:37:18+00:00,thomascarle,1134 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories 2022 - On our way to Boracay. Philippines from above. #Philippines #Travel https://t.co/tVBC6qr6qD
531,2023-01-17 15:34:49+00:00,Pavlovs_Dog_,"@PeteButtigieg lied. The #FAA shut down, largest in US history outside of 9/11, appears to be caused by hackers &amp; they paid #Bitcoin ransom. It also appears the #Philippines and #canada were hit. All lying! We all know #russia and #CCPChina are behind this. What’s the punishment?"
532,2023-01-17 15:34:20+00:00,Cabbidges,RT @TheWatchers_: Massive flooding continues in the Philippines — 29 people dead and 1.4 million affected https://t.co/WWGJqJYIdf #flood #m…
533,2023-01-17 15:33:32+00:00,thomascarle,1184 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Boracay - Sundown on the boat. #Philippines #ThomasCarle https://t.co/4GrDEA0qKw
534,2023-01-17 15:33:04+00:00,MellCyto,"❗CYTOTEC ORIGINAL❗

https://t.co/EiGZrZ9Qxi

#cytotec #pampalaglag #gamotpampalaglag #mifepristone #misoprostol #abortion #abortionpills #pamparegla #International #pampadugo #pampahilab #unwantedpregnancy #pampalaglagngbata #Dubai #usa #Philippines #UEA #malaysia #Singapore https://t.co/Y6QZwFpqV9"
535,2023-01-17 15:30:00+00:00,UCANews,"#Philippines Church authorities still look to cover up sex attacks on minors. Father Shay Cullen gives the details of one such case. #ChildAbuse #PopeFrancis
https://t.co/9krOgfaz7z"
536,2023-01-17 15:29:53+00:00,mlive77casino,"Redeem  FREE ₱38 Now! Register mLive77 Account to claim  ₱38 instant bonus 
Register:- https://t.co/KKi9h3lOsT #philippines #Mlive77 https://t.co/rwiy30ld8k"
537,2023-01-17 15:29:05+00:00,thetaoishway,RT @TeacupPh: @thetaoishway Everyone Loves Teacup &amp; his lovely bright #picturebooks Follow his TRUE life #adventures in the #Philippines Gr…
538,2023-01-17 15:26:10+00:00,Qais_UN,"RT @OCHAAsiaPac: 💠#Afghanistan: Ban on female NGO aid workers continues to affect aid operations across the country.

💠#Philippines: 212,00…"
539,2023-01-17 15:24:27+00:00,ebenditson,"RT @IMC_UK: We believe that everyone has a right to lifesaving #healthcare, no matter their circumstances. That’s why our team travelled to…"
540,2023-01-17 15:19:21+00:00,ProWriters609,"Hello, do you need assistance with your homework?
Biology
Chemistry
Physics
Accounting
Physiology
Pharmacology
Biochemistry
Englishs
Math
Ecology
Anatomy
Essay
Clas

#Python #data #AI #CodeNewbies #100DaysOfCode  #programming 
#javascript #Serverless #Philippines 
Hit our Bio 📩 https://t.co/yDw3mxhPF3"
541,2023-01-17 15:17:01+00:00,AcademicsAplus,"Hello, do you need assistance with your homework?
Biology
Chemistry
Physics
Accounting
Physiology
Pharmacology
Biochemistry
Englishs
Math
Ecology
Anatomy
Essay
Clas

#Python #data #AI #CodeNewbies #100DaysOfCode  #programming 
#javascript #Serverless #Philippines 
Hit our Bio 📩 https://t.co/YzSXlB2KtI"
542,2023-01-17 15:13:45+00:00,UNLVnursing,VITAL VIEWS: UNLV Nursing professor and #nursepractitioner Jay Tan explains how he advocates for #mentalhealth both in Southern Nevada and the #Philippines; and why stigma around treatment still remains an obstacle: https://t.co/g44GPHWX8j @unlv #unlvnursing #nursing https://t.co/OGmDQcZucj
543,2023-01-17 15:11:13+00:00,RealtoDotPH,It’s never been this easy to find your new home with our brand new real estate website. 🏠 #RealEstate #Philippines #realestateagent #houseforrent https://t.co/XV2E0O5EFd
544,2023-01-17 15:10:05+00:00,majovenromero,"RT @Mojarromero: La 1ª obra literaria hecha de cabo a rabo por un filipino en lengua española fue esta ""Colección de Cincuenta Sátiras Inst…"
545,2023-01-17 15:07:42+00:00,vuelosdiarios,RT @Roli_Net: special guest #WEF2023 #Boeing B777-300ER #philippines government @FlyPhilippines RP-C7782 #ZRH @zrh_airport #zurich airport…
546,2023-01-17 15:07:32+00:00,pampalaglag_22,"❗ LIMITED ONLY ❗

#cytotec #pampalaglag #gamotpampalaglag #mifepristone #misoprostol #abortion #abortionpills #pamparegla #International #pampadugo #pampahilab #unwantedpregnancy #pampalaglagngbata #Dubai #usa #Philippines #UEA #malaysia #Singapore https://t.co/NU2C05Tthl"
547,2023-01-17 15:06:38+00:00,DrinksCo1,RT @TeacupPh: @GavinGeddes7 Teacups 2nd #book is another lovely bright TRUE life #adventure by this REAL #Dog who lives in the #Philippines…
548,2023-01-17 15:06:31+00:00,DrinksCo1,RT @TeacupPh: @thetaoishway Everyone Loves Teacup &amp; his lovely bright #picturebooks Follow his TRUE life #adventures in the #Philippines Gr…
549,2023-01-17 15:06:12+00:00,legitmedz2022,"❗LIMITED ONLY ❗

#cytotec #pampalaglag #gamotpampalaglag #mifepristone #misoprostol #abortion #abortionpills #pamparegla #International #pampadugo #pampahilab #unwantedpregnancy #pampalaglagngbata #Dubai #usa #Philippines #UEA #malaysia #Singapore https://t.co/UUC6Iq1vfc"
550,2023-01-17 15:05:57+00:00,Tours_To_Go,Self-Guided South of Cebu (4D3N) #ThingsToDo #Tickets #Tours #FollowMe #F4F #FollowForFollow #RT #Tours2Go #ToursToGo https://t.co/xuPfLyrmQh #4wd #activities #adventuretour #atvoffroadtours #outdooractivities #philippines #tickets #tours #travel
551,2023-01-17 15:05:32+00:00,daisyyy_100,"🕊️민다나오 평화 다큐 ‘위대한 유산’, 국내서도 뜨거운 반응
https://t.co/3sjL25jP81 

#PEACE #PeaceMovement 
#Philippines #Mindanao #love"
552,2023-01-17 15:04:16+00:00,ShelterInPlace4,RT @TheWatchers_: Massive flooding continues in the Philippines — 29 people dead and 1.4 million affected https://t.co/WWGJqJYIdf #flood #m…
553,2023-01-17 15:03:54+00:00,allymisaki_,Guys!!! Tomorrow is the day I’m flying to the Philippines 🇵🇭🤩 I’m so excited!! #Philippines #cavite #travelling
554,2023-01-17 15:00:54+00:00,jica_usa,RT @jica_direct_en: Japan and #JICA have been deeply involved in the peace process for resolving the #Mindanao conflict in the #Philippines…
555,2023-01-17 15:00:32+00:00,ShareTheMealorg,"Schoolchildren in an indigenous community in Talisawa, #Philippines benefit from WFP’s Home Grown School Feeding Program 🍛

Local farmers provide the school with rice, vegetables and protein sources. Some of the children’s parents also work at the school to prepare the food. https://t.co/8JF56Fhbib"
556,2023-01-17 14:58:03+00:00,GavinGeddes7,RT @TeacupPh: @GavinGeddes7 Teacups 2nd #book is another lovely bright TRUE life #adventure by this REAL #Dog who lives in the #Philippines…
557,2023-01-17 14:57:47+00:00,LupangHinirang_,"RT @LupangHinirang_: Evolution of ASEAN Attire ❤️
 
#AsianSEAStory #SEAsian #ASEAN #Asia #AncientCostumes #NationalCostumes #Traditional #H…"
558,2023-01-17 14:57:42+00:00,LupangHinirang_,"RT @LupangHinirang_: #Randang (#Maranao) 🇵🇭

This is a southeast Asia dish that can be found in #Philippines and Malaysia (also Sumatra in…"
559,2023-01-17 14:57:34+00:00,LapisJuice,"RT @Lapillus_love_: 🌟
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/nCPL8v9jUW"
560,2023-01-17 14:57:23+00:00,LapisJuice,"RT @Lapillus_love_: 🌟💛
#Lapillus #LAPILLUS #lapillus #Philippines #Shana https://t.co/TPIKTzJbV5"
561,2023-01-17 14:57:22+00:00,legitmedz2022,"⤴️ SCROLL UP🥰

🥀 Message me now 09164936851.

#cytotec #pampalaglag #gamotpampalaglag #mifepristone #misoprostol #abortion #abortionpills #pamparegla #International #pampadugo #pampahilab #unwantedpregnancy #pampalaglagngbata #Dubai #usa #Philippines #UEA #malaysia #Singapore https://t.co/sdwVUn7R7i"
562,2023-01-17 14:57:19+00:00,LapisJuice,"RT @Lapillus_love_: 🌟🇵🇭
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/LkjK1CeXnj"
563,2023-01-17 14:57:01+00:00,TeacupPh,RT @TeacupPh: @thetaoishway Everyone Loves Teacup &amp; his lovely bright #picturebooks Follow his TRUE life #adventures in the #Philippines Gr…
564,2023-01-17 14:56:54+00:00,TeacupPh,RT @TeacupPh: @GavinGeddes7 Teacups 2nd #book is another lovely bright TRUE life #adventure by this REAL #Dog who lives in the #Philippines…
565,2023-01-17 14:56:33+00:00,TeacupPh,"@GavinGeddes7 Teacups 2nd #book is another lovely bright TRUE life #adventure by this REAL #Dog who lives in the #Philippines Great #fun for your #Children 
On #Amazon worldwide &amp; most major sites
#ChildrensBooks #writerslift #booklovers #BookTwitter #dogsoftwitter 
https://t.co/C2Lq2cYAsR"
566,2023-01-17 14:56:12+00:00,Maarvy123,"Still can't moke on kay celeste 😔
#71stMissUniverse #Philippines"
567,2023-01-17 14:56:12+00:00,pampalaglag_22,"⤴️ SCROLL UP🥰

🥀 Message me now 09164936851.

#cytotec #pampalaglag #gamotpampalaglag #mifepristone #misoprostol #abortion #abortionpills #pamparegla #International #pampadugo #pampahilab #unwantedpregnancy #pampalaglagngbata #Dubai #usa #Philippines #UEA #malaysia #Singapore https://t.co/MBuGNbqUKS"
568,2023-01-17 14:55:21+00:00,thomascarle,1067 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Tagaytay - Twin Lakes Hotel view. #Philippines #Travel https://t.co/OTsjF2nhEN
569,2023-01-17 14:53:43+00:00,TheWatchers_,Massive flooding continues in the Philippines — 29 people dead and 1.4 million affected https://t.co/WWGJqJYIdf #flood #monsoon #shearline #Philippines
570,2023-01-17 14:52:12+00:00,TeacupPh,"@thetaoishway Everyone Loves Teacup &amp; his lovely bright #picturebooks Follow his TRUE life #adventures in the #Philippines Great #fun for your #Children 
On #Amazon worldwide &amp; most major sites
#ChildrensBooks #writerslift #BookBoost #BookBuzz #dogsoftwitter #books 
https://t.co/6LGph26Hh0"
571,2023-01-17 14:49:57+00:00,Lapillus_love_,"🌟
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/nCPL8v9jUW"
572,2023-01-17 14:49:32+00:00,Lapillus_love_,"🌟
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/Wpw7MU0vnO"
573,2023-01-17 14:49:07+00:00,Lapillus_love_,"🌟
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/4VydFc9Fk4"
574,2023-01-17 14:48:56+00:00,Dkeys_Hacks,"i do ethical hacking for good purpose 🇺🇸
•phone hack 
•WhatsApp hack/spy 
Facebook/Instagram spy
Social media accounts recovery
#Malaysia #Mexico #Netherlands #NewZealand
#Nigeria #Norway #Oman #Pakistan #Panama #Peru #Philippines #Poland #Portugal #PuertoRico #Qatar #Russ"
575,2023-01-17 14:48:36+00:00,Lapillus_love_,"🌟
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/RP8b9oMJ9j"
576,2023-01-17 14:47:49+00:00,Lapillus_love_,"🌟💙
#Lapillus #LAPILLUS #lapillus #Philippines #Haeun #love https://t.co/gUo4GdLk8E"
577,2023-01-17 14:47:42+00:00,NFTexpress_PH,"Binabago ng MINTangible ang larangan ng intelektwal na ari-arian ng mga NFT

Upang basahin ang tala sa aming site:
https://t.co/Bpjs99LySy

#NFTs #MINTangible #blockchain #web3 #Trending #news #ecosystem #Philippines 

@MINTangible_io @PhanFT_official @VirginiaIPC @nomadblvd"
578,2023-01-17 14:47:31+00:00,Lapillus_love_,"🌟💙
#Lapillus #LAPILLUS #lapillus #Philippines #Haeun #love https://t.co/4VF2y73Lww"
579,2023-01-17 14:47:06+00:00,Lapillus_love_,"🌟💙
#Lapillus #LAPILLUS #lapillus #Philippines #Haeun #love https://t.co/3J2yOpsWr2"
580,2023-01-17 14:46:19+00:00,Lapillus_love_,"🌟💗
#Lapillus #LAPILLUS #lapillus #Philippines #Seowon https://t.co/ovO94yGuxd"
581,2023-01-17 14:45:48+00:00,Lapillus_love_,"🌟💗
#Lapillus #LAPILLUS #lapillus #Philippines #Seowon https://t.co/TebUlcwwxO"
582,2023-01-17 14:45:22+00:00,thomascarle,1184 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Boracay - Sundown on the boat. #Philippines #Travel https://t.co/NdEFcEix1V
583,2023-01-17 14:43:41+00:00,Lapillus_love_,"🌟💚
#Lapillus #LAPILLUS #lapillus #Philippines #Chanty https://t.co/mgAgIig3aK"
584,2023-01-17 14:43:30+00:00,JanHussam,"RT @waytoparadise10: ▫️🔆▫️

📘 كتاب : هذا هو الإسلام ..
اللغة الفلبينية (تجالوج) 
""ITO ANG ISLAM"" 

📎النسخة الإلكترونية:
https://t.co/llPAlL…"
585,2023-01-17 14:43:08+00:00,Lapillus_love_,"🌟💚
#Lapillus #LAPILLUS #lapillus #Philippines #Chanty https://t.co/oM4Nt4BLnz"
586,2023-01-17 14:42:09+00:00,yengskie__,"LEGIT SELLER TO, PM LANG MGA BLINKEU~~ 🖤💗 #BLACKPINK_WORLDTOUR #BLACKPINK #JENNIE #JISOO #LISA #ROSÈ #LNPH #BULACAN #PHILIPPINES #BLINKS #BORNPINK #LIVENATIONPH https://t.co/5SIdZf3csj"
587,2023-01-17 14:42:08+00:00,RaelleLogan1,RT @TeacupPh: @RaelleLogan1 Teacups 2nd #book is another lovely bright TRUE life #adventure by this REAL #Dog who lives in the #Philippines…
588,2023-01-17 14:41:35+00:00,Lapillus_love_,"🌟🇵🇭
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/0Mkm3FyLzv"
589,2023-01-17 14:41:06+00:00,Lapillus_love_,"🌟🇵🇭
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/Jg4HxY9aSa"
590,2023-01-17 14:40:47+00:00,ArvyBagobe,"RT @zunacoin: Big shout out to our #Philippines community! 

52% of all our web traffic in the last 30 days has come from PH 🇵🇭 

Clearly y…"
591,2023-01-17 14:39:54+00:00,Lapillus_love_,"🌟💛
#Lapillus #LAPILLUS #lapillus #Philippines #Shana https://t.co/TPIKTzJbV5"
592,2023-01-17 14:39:20+00:00,Lapillus_love_,"🌟💛
#Lapillus #LAPILLUS #lapillus #Philippines #Shana https://t.co/n58mML9acH"
593,2023-01-17 14:39:13+00:00,DrinksCo1,RT @TeacupPh: @ElenaRuiz_Poet Everyone Loves Teacup &amp; his lovely bright #PictureBooks Follow his TRUE life #adventures in the #Philippines…
594,2023-01-17 14:38:57+00:00,DrinksCo1,RT @TeacupPh: @RaelleLogan1 Teacups 2nd #book is another lovely bright TRUE life #adventure by this REAL #Dog who lives in the #Philippines…
595,2023-01-17 14:38:57+00:00,eduardom_jpg,"RT @Mojarromero: La 1ª obra literaria hecha de cabo a rabo por un filipino en lengua española fue esta ""Colección de Cincuenta Sátiras Inst…"
596,2023-01-17 14:38:43+00:00,Lapillus_love_,🌟💛💗❤️#Lapillus #LAPILLUS #lapillus #Philippines #Shana #Seowon #Bessie https://t.co/qQgNOXQtIt
597,2023-01-17 14:37:27+00:00,Lapillus_love_,"🌟🇵🇭
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/LkjK1CeXnj"
598,2023-01-17 14:36:57+00:00,Lapillus_love_,"🌟🇵🇭
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/IwNMSYcWww"
599,2023-01-17 14:36:32+00:00,Lapillus_love_,"🌟🇵🇭
#Lapillus #LAPILLUS #lapillus #Philippines https://t.co/vD55C9wSld"
600,2023-01-17 14:36:21+00:00,IMC_Worldwide,"At International Medical Corps we believe that everyone has a right to lifesaving healthcare, no matter their circumstances. That's why our team traveled to Halian Island—an isolated island in the #Philippines—to deliver COVID-19 vaccinations and primary healthcare services. https://t.co/uriWw0C2Zo"
601,2023-01-17 14:31:18+00:00,thomascarle,1495 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories 2022 - Frankfurt Airport FRA - Finally back in Germany. #Philippines #Travel https://t.co/T6XSTsfDw3
602,2023-01-17 14:28:17+00:00,jppscrypto,"RT @Trader4lyf: #catecoin top #Crypto in PHL🇵🇭
105Million population
Average age is 22 years old
#Philippines is the future
#catecoin is al…"
603,2023-01-17 14:23:47+00:00,upsediliman,RT @poverty_action: IPA Founder @deankarlan recently visited the #Philippines &amp; met with key partners @NEDAhq @PIDS_PH @upsediliman @dswdse…
604,2023-01-17 14:22:05+00:00,JamMagnaCumNkaw,"@DawnZuluetaLagd @DawnZuluetaFans @DawnZuluetaYanE 

Kamusta bakasyon? People who accept indicent proposals and luxury gifts at the expense of public taxes, subtle pagnanakaw yan. Birds of the same feather, flock together #THIEF 🤭#corruption #Philippines @wef #marcosMagnanakaw https://t.co/iaqDKSlVCc"
605,2023-01-17 14:18:42+00:00,Jherome012201,"Finally it's done. Planting of rice in our field is finished and I'm really hoping that there will be no problem later on. I'm really grateful to God and to our living heroes, farmers who do the planting.
#Hive #Farming #planting #Philippines 

https://t.co/dQCbDnQPpp"
606,2023-01-17 14:18:14+00:00,DrTonyLeachon,"RT @junisidro: #DOH reports 196 new cases today January 17, adding the nationwide caseload to 4,070,675.

4 added deaths today. Total death…"
607,2023-01-17 14:18:02+00:00,AkoSiKyubey,"RT @WanSixSeven: Also them: ""Buti pa ang Japan, nag resign pa sila after ng scandal o ano. Sa #Philippines, Pilipinas? Di uubra yan kahit n…"
608,2023-01-17 14:17:23+00:00,junisidro,"#DOH reports 196 new cases today January 17, adding the nationwide caseload to 4,070,675.

4 added deaths today. Total death toll = 65,618

#NCR had 73 cases (37%)

National Positivity Rate = 2.6%

Active cases = 11,342

#COVID19 #Philippines #PH #COVIDisAirborne #CovidIsNotOver https://t.co/B51Qj75f9n"
609,2023-01-17 14:14:16+00:00,junisidro,"#DOH reports 196 new cases and 4 deaths on Jan 17. #NCR owned 73 (37%) of these cases. Positivity rate = 2.6%. Active cases = 11,342
#COVID19 #Philippines #PH #COVIDisAirborne https://t.co/LnrWK49gXR"
610,2023-01-17 14:13:50+00:00,Anjoakomandin,"RT @Anjoakomandin: Affordable Shoes for Only Php200+
Check out WhatEverItTakes's video! #TikTok #shoesaddict #Philippines #FashionWeek

htt…"
611,2023-01-17 14:13:14+00:00,wearedonbosco,"RT @MissionNewswire: At Caritas Don Bosco School, Santa Rosa, Philippines, students and teachers took part in outreach activities to reach…"
612,2023-01-17 14:12:49+00:00,MissionNewswire,"At Caritas Don Bosco School, Santa Rosa, Philippines, students and teachers took part in outreach activities to reach marginalized youth during the Christmas season. #Philippines #salesian #WeAreDonBosco https://t.co/OgXciz3jrV"
613,2023-01-17 14:11:38+00:00,JIPS_profiling,"In 2022, we provided support to #Mexico, #Sudan, #Somalia, #Burundi and the #Philippines for nationally owned evidence on #InternalDisplacement.

📩Read on to learn more about our ongoing and upcoming work at country level and how to request our support: https://t.co/vwodPk0tP6 https://t.co/QgUG8ZBekC"
614,2023-01-17 14:08:56+00:00,bluejayscart_,"RT @livenationph: Live Nation PH Presale: 01.20.2023
Register for FREE via https://t.co/sNVHm8latf to access the exclusive presale! 
Genera…"
615,2023-01-17 14:08:08+00:00,igbogomaz,"RT @UnitExpEmerServ: Increasingly, #people suffer from #natural #disasters &amp; need food, water, shelter &amp; medical care. But are there offici…"
616,2023-01-17 14:03:30+00:00,CreatureAuthor,RT @TeacupPh: @RaelleLogan1 Teacups 2nd #book is another lovely bright TRUE life #adventure by this REAL #Dog who lives in the #Philippines…
617,2023-01-17 14:02:24+00:00,thomascarle,1289 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Boracay - Zuzuni Boutique Hotel. After a long day of Island Hopping. #Philippines #Travel https://t.co/VoHGbjelMO
618,2023-01-17 14:02:07+00:00,WBG_Poverty,"Health tax reforms in the #Philippines show that, when well designed, they constitute one of the most cost-effective ways to curb the use of unhealthy products and save lives while raising much-needed revenue. https://t.co/l8SONagxai"
619,2023-01-17 14:01:41+00:00,HackwithNichola,"i do ethical hacking for good purpose 🇺🇸
•phone hack 
•WhatsApp hack/spy 
Facebook/Instagram spy
Social media accounts recovery
#Malaysia #Mexico #Netherlands #NewZealand
#Nigeria #Norway #Oman #Pakistan #Panama #Peru #Philippines #Poland #Portugal #PuertoRico #Qatar #Russ"
620,2023-01-17 14:01:37+00:00,MNLCheapFly,"✈️ Manila (MNL) to Johannesburg (JNB) for only ₱36,196 (PHP) roundtrip 💸
1077 live dates on Adventure Machine. - get the app on iOS or Android #manilla  #philippines  #Philippines https://t.co/NgQbBSwOwM"
621,2023-01-17 14:00:43+00:00,esm_magazine,"Spirits giant Diageo has announced that it has reached an agreement to acquire Don Papa Rum, a super-premium dark rum from the Philippines. @Diageo_News #drinks #acquisition #rum #Philippines https://t.co/HagOTcDlDn"
622,2023-01-17 13:58:22+00:00,localman,"@TuckerCarlson piece on the price of $BTC after the recent FAA outage in the #USA along with a similar outage in #Canada and another outage around the new year in the #Philippines is pretty interesting to say the least. 

Were these country’s flight systems held for ransom? https://t.co/y6UXjyBjaT"
623,2023-01-17 13:54:28+00:00,AdeebFoziKakar,What a strange news about #onioncrises in #Philippines but in our country we claimed that it is an agriculture country and rich land but there is also onion sky rocketing prices. Once upon a time it was 2 rupees per kg.
624,2023-01-17 13:54:18+00:00,michaelvillap01,RT @Senyora: LABAN CELESTE!! 🇵🇭 #MissUniverse2022 #CelesteCortesi #MissUniverse #Philippines https://t.co/YIPAlg2ezX
625,2023-01-17 13:54:08+00:00,exsto_ph,RT @archt_pilande: There are several advantages that Filipino designers can bring to the table when working in Singapore and other countrie…
626,2023-01-17 13:53:47+00:00,aridbuilders,RT @archt_pilande: There are several advantages that Filipino designers can bring to the table when working in Singapore and other countrie…
627,2023-01-17 13:47:55+00:00,elisseified,"RT @kabin_id: Mengenal Sosok Joshua Garcia, Si Polisi Manis di Serial Darna https://t.co/h24PvulmXy #joshuagarcia #Darna #antv #actors #Act…"
628,2023-01-17 13:46:04+00:00,inhnewsindia,"INDIAN EMPLOYEES: इस साल दुनियाभर में सबसे अधिक बढ़ेगी भारतीय कर्मचारियों की सैलरी, जानें क्या कहती है रिपोर्ट...

#Indianemployees #Salaryhike #INH24X7 #Jobs  #INH24X7 #indonesian  #Philippines  #China  #HongKong  #Australian  #KornFerryGlobal

https://t.co/6X7e5vdQFd"
629,2023-01-17 13:43:30+00:00,KarlaHershey,"RT @OCHAAsiaPac: 💠#Afghanistan: Ban on female NGO aid workers continues to affect aid operations across the country.

💠#Philippines: 212,00…"
630,2023-01-17 13:43:27+00:00,thomascarle,"1405 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories 2022 - Bohol, Countryside Tour. Chocolate hills impressions with my Heart. I love You! #Philippines #Travel https://t.co/aRp6aV1HZm"
631,2023-01-17 13:42:24+00:00,CommodityStory,"UpStreamCom has published "" China sticks to South China Sea upstream cooperation with the Philippines despite court ruling "" on 17/1/2023 #China #Philippines 

https://t.co/hMOuLFLDre

Quickly Cut Through Massive Amounts of Data https://t.co/K2Hkd2v9op"
632,2023-01-17 13:39:56+00:00,parizp,Is #iran going to be the second #Philippines?
633,2023-01-17 13:34:58+00:00,YVeilands,"RT @CityFalcon: #London-based #brewery and #distiller #Diageo to #acquire #Philippines' Don Papa Rum for €260m, with a further potential €1…"
